Date,Pros,Cons,Advice to Management,Rating,Employement_status,Designation,Location,Work_Life_Bal,Culture_Values,Career_Opportunity,Compensation_Benefits,Senior Management
06-Dec-19,"Great Work Life Balance
Job Security
Less Worload","Less Salary
Less Opportunity to learn",,4,Current Employee,Anonymous Employee,,5,4,3,2,2
06-Dec-19,"Good environment , friendly , learn new things","no as such, not many",,4,Current Employee,Anonymous Employee,,,,,,
19-Dec-19,"Global projects, certifications, ease of change of technology","Manager mindset, unsymmetric work culture, lack of written policies post-resignation, high dependability on project manager for release which can be held for years.","Train managers regularly to increase employee satisfaction and growth, more transparent written separating policies, optimize project release process, HRto be equally oriented towards team members and managers.",3,Former Employee,IT Analyst,Mumbai,2,3,4,2,2
19-Dec-19,"Good work life balance
Great flexibility in working hours
Good medical insurance/claims
Job security","Lot of politics
No career growth.Will be in support for full life
No hike/promotion
You will be forced to work in that projects where you are not have those skills",,3,Current Employee,Systems Engineer,Chennai,5,5,2,3,2
19-Dec-19,IS the biggest and hence most sought after for fresh graduates,Not so good to fulfill your expectations on job role,,3,Former Employee,Assistant Systems ANalyst,Calcutta,3,4,4,3,4
19-Dec-19,"A very good impression on your CV
You will get easily identified from the pool when it comes to walkin interviews","Some projects has no appraisals
No onsite opportunities
No leaves - you literally have to fight for your leaves sometimes, During festivals especially.",Make the appraisal cycle fair enough so that there is less attrition rate,3,Current Employee,Business Process Lead,Mumbai,2,3,3,4,1
19-Dec-19,Job security is the only pro,Development is not up to community standards,,3,Former Employee,Anonymous Employee,,2,2,3,2,2
19-Dec-19,Good work culture and HR policies,Not good for fresher and RMG department is worst,,3,Current Employee,Anonymous Employee,,5,5,2,4,5
19-Dec-19,worklife balance is good,RMG department is worst they dont assign you in project according to your skillset.,,3,Former Employee,Anonymous Employee,,5,4,2,5,2
20-Dec-19,Freshers get very good opportunities,Senior engineers get repetitive work and are bound to their projects and technologies only,,3,Former Employee,Anonymous Employee,,2,3,3,2,1
04-Dec-19,Good Environment to work .Flexible Work Culture,Hardly any reason to badmouth tcs,,5,Current Employee,Assistant Systems Engineer At TCS,Calcutta,3,3,4,2,3
04-Dec-19,All good in tcs .great work life.,Nothing cons are there all good.,,5,Current Employee,Anonymous Employee,,5,5,5,5,5
04-Dec-19,Good company to work with..,"Cab is chargeable, food is chargeable",,5,Current Employee,Anonymous Employee,,5,5,5,5,5
04-Dec-19,It is government company good,Your luck decides everything here,,5,Current Employee,Anonymous Employee,,1,1,1,1,1
10-Jan-20,Job security Work life balance,"No career growth
No learning
No salary hike
Not employee friendly",,1,Current Employee,Anonymous Employee,,5,1,1,1,1
04-Dec-19,"Work Life Balance
Laid Back Envt","Poor Increment event for A Band
Nothing much to learn with most of projects",,4,Former Employee,Anonymous Employee,,,,,,
04-Dec-19,Work Life Balance. Flexible with working hours.,Delayed promotions. Apart from that everything will work like rest of service based companies,,4,Current Employee,Anonymous Employee,,,,,,
04-Dec-19,Better opportunities to learn,Growth is slow however one can learn many new things,,4,Current Employee,Clinical Study Support,Thāne,3,4,4,3,4
04-Dec-19,"Learning oriented roles, well supportive work culture",Slow growth in roles and salary,,4,Current Employee,Anonymous Employee,,4,4,4,4,3
04-Dec-19,Good working environment and management,Compensation and benefits are provided less compared to other,,4,Current Employee,Anonymous Employee,,4,4,4,3,4
18-Dec-19,"Good Working Environment
Good culture
Good life balance
Good Opportunity
Good experience","Less salary
Less salary
Less salary
Less salary
Less salary",,3,Current Employee,Assistant Systems Engineer,,,,,,
18-Dec-19,Easy to switch between technology,No cons as of now,,3,Former Employee,Anonymous Employee,,4,4,4,2,2
18-Dec-19,career growth is good in this org if you work hard.,Interviewer was not too good.,,3,Former Employee,Anonymous Employee,,3,3,3,3,3
18-Dec-19,"work life balance,learning opportunities","low pay ,moderate opportunities ,project specific work ,no preference to specific technology work",,3,Current Employee,Systems Engineer,Mumbai,4,4,3,3,3
18-Dec-19,"Team environment, Neat and clean office, cafeteria.","Low growth rate, Poor management system, Working hours.",,3,Current Employee,Tata Consultancy Services Limited,Calcutta,2,5,3,3,3
03-Dec-19,very good and flexible company,low salary and performance rating system is very bad,senior people tolerate juniour people,5,Current Employee,Software Engineer,Hyderābād,5,5,5,1,1
03-Dec-19,Overall experience is great. But not good as I expected.,Too much expectations for management.,,5,Former Employee,Anonymous Employee,,2,5,5,4,3
03-Dec-19,Nice place with work ethics,Everything is well and good no con's I had come across,,5,Current Employee,Fresher Software Engineer,,,,,,
03-Dec-19,We Can work in our comfort zone,But company gives less salary perks,,4,Current Employee,Systems Engineer,Bangalore,4,4,3,3,3
03-Dec-19,Lots of project and opportunities.,Salary is a concern for freshers.,,4,Former Employee,Assistant Systems Engineer,,,,,,
03-Dec-19,Get pay on time.friendly teammate,Only luck plays ur role. Cant again much knowledge,Give equal opportunity to all,4,,,,,,,,
03-Dec-19,Good work environment for everyone,Compensation and benefits could be improved,,4,Current Employee,Anonymous Employee,,4,5,5,3,4
03-Dec-19,"Good company
Wide variety of products and tools available to learn
Work ethics
Flexible timing","You won't get the project you want
All depends on your manager
Salary not upto competitors",,4,Current Employee,Anonymous Employee,,4,5,4,3,5
03-Dec-19,"Job security, learning process is good, you will get salary on time",Salary hike would be less. Less opportunity for promotion,,4,Current Employee,Team Leader,Chennai,4,5,3,3,3
03-Dec-19,"Employee friendly, Job Security, Easy to switch between technologies",Internal politics. Salary is on average side.,,4,Current Employee,Systems Engineer,Cochin,3,4,3,3,3
03-Dec-19,Work life balance is really good. Insurance benefits are also good. Value of the brand gives you good reputation.,"Less remuneration. Your career growth depends on the project you got into, but you will be forced to take even the projects which you dont like.
Canteens are not great.",,4,Former Employee,Systems Engineer,Bangalore,4,4,3,3,3
03-Dec-19,"Laidback environment, helping people, onsite opportunity","Low compensation, saddening regional politics",,4,Former Employee,Assistant Systems Engineer,Bangalore,2,3,3,1,2
03-Dec-19,"Best work-life balance , Encourage new technologies,extra work apart from client work are appricated",No cons but less employees benefits,,4,Current Employee,Anonymous Employee,,5,4,4,2,3
04-Dec-19,"Overall TCS is very good to start with, lots of lots projects and ample of onsite opportunities. Good work environment and company policies. Flexible Timings. Very big organization and spread across whole world.","There is only one con, I personally believe is the Hike on salary. There is no satisfactory hike company provide.",,4,Current Employee,Test Lead,Mumbai,5,5,5,3,4
04-Dec-19,Job security is a key in MNCs like TCS. Flexibility to move to different locations and projects.,Limited growth. Salary hikes are minimal.,,4,Former Employee,Anonymous Employee,,5,4,3,2,3
04-Dec-19,Very Helpful & easy approachable,Delay in decision making & approvals,,4,Current Employee,Compliance,Chennai,4,4,4,4,4
04-Dec-19,"1.Good work life balance
2. A lot of Onsite opportunities",For me No as such,,4,Current Employee,Assistant Consultant At TCS,"Gurgaon, Haryana",4,4,4,3,3
04-Dec-19,Good Company and brand name,No cons. Great company which follows values,,4,Current Employee,Business Analyst,Pune,3,3,4,3,3
17-Dec-19,Good work atmosphere and secure place to work.,Yearly hikes and benefits are low.,,3,Current Employee,Anonymous Employee,,3,5,5,1,3
17-Dec-19,"*Once in the project, if you are self-driven, you get to learn a lot of things.
*If client is good, you have flexible hours and WFH option.
*Working from client location is always a boon.","*Once you are senior in the project, you have more responsibilities and you don't get to balance your work and personal life.
*Lacks professionalism.
*.Salary is a huge concern.",,3,Former Employee,IT Analyst,Bangalore,3,3,3,3,2
17-Dec-19,Flexible timing and good campus,No much growth for freshers,,3,Current Employee,"Assistant Systems Engineer, TCS",,,,,,
17-Dec-19,"Learning opportunities are good,
Good work life balance,","Salary Hike is less those who started their career as a fresher in TCS.
For Laterals ,it is good",,3,Current Employee,Anonymous Employee,,3,3,3,3,2
17-Dec-19,"Employee benifits, company goodwill,","Team play and decision making not good.
Pay scale and promotions",,3,Former Employee,Performance Engineer,Hyderābād,2,5,3,3,2
30-Nov-19,"Work Culture is good, Job safety",Salary growth is less compared to Peers,,4,Current Employee,Technical Project Manager,Bangalore,4,3,4,2,3
03-Dec-19,"TCS is great place to work. Keep the client happy, TCS keeps you happy. Easy to switch accounts/projects.","No cons, it is a great place to work.",,5,Former Employee,Anonymous Employee,Chennai,5,5,5,5,5
03-Dec-19,"Work life balance
job security etc",tiring process in almost everything,,5,Current Employee,Software Developer,Mumbai,5,5,4,2,5
07-Jan-20,Nothing much to say about,Appraisal Process- Even if you get customer satisfaction index of 100% you will not be rewarded for the work that you did.,Try to be more employee friendly,1,Current Employee,Anonymous Employee,,2,1,2,1,1
07-Jan-20,Best for women and for people who just wants to come and go,"1) If you have ambitions, 2000% this place is not for you
2) No respect to skilled people in terms of job satisfaction, compensation, promotion and opportunities
3) Oppression at its best to the level of experience and authority from the management",,1,Current Employee,Anonymous Employee,,1,1,1,1,1
17-Dec-19,"Health insurance, transport facilities, Good infrastructure","No growth in terms of salary, work politics by seniors",Kindly consider paying more to employees as per their capability.,2,Current Employee,Anonymous Employee,,4,4,2,2,2
18-Dec-19,#NAME?,"- Manager or RMG doesn't care about individuals career goals.
- RMG treats associates badly.
- Maximum work will be in Maintainence or Support
- No extra perks or benefits.
- Salary below industry standards and less hike.",RMG and Manager should be more efficient. They should also consider associates career goals.,2,Former Employee,Anonymous Employee,Bangalore,3,1,1,1,2
02-Dec-19,The job security you get there is second to none and also the unparalleled medical insurance scheme,The increment per year is very low,,4,Current Employee,Systems Engineer,Chennai,3,3,3,3,4
02-Dec-19,"Job security, good work environment",Salary hike is less than other companies,,4,Current Employee,ServiceNow Developer,Pune,5,5,4,5,4
